property_type,price,location,city,province_name,latitude,longitude,baths,area_sqft,purpose,bedrooms,year,month,day
House,16.705882371415992,Wapda Town,Lahore,Punjab,31.435036,74.26413000000001,6.0,7.9096767685629406,For Sale,5.0,2019,2,3
House,15.931766193248746,Al Rehman Garden,Lahore,Punjab,31.598824,74.228218,6.0,7.216893023463281,For Sale,5.0,2019,7,3
Flat,15.687312888712007,Main Canal Bank Road,Lahore,Punjab,31.413029,74.16856,0.0,6.706556666418615,For Sale,1.0,2019,7,3
House,15.319588176962746,Garhi Shahu,Lahore,Punjab,31.564276,74.339626,3.0,6.079017444116072,For Sale,3.0,2019,7,3
House,15.955576839107596,Bahria Orchard,Lahore,Punjab,31.319438,74.219635,4.0,7.686625924195265,For Sale,3.0,2019,7,3
House,16.257857680289998,Bahria Town,Lahore,Punjab,31.387824,74.193242,3.0,7.686625924195265,For Sale,3.0,2019,6,18
House,15.687312888712007,Punjab Govt Servant Society,Lahore,Punjab,31.406634000000004,74.162285,2.0,7.216893023463281,For Sale,2.0,2019,7,3
House,18.05683732492351,Cantt,Lahore,Punjab,31.52997,74.37638299999999,6.0,8.602640345647105,For Sale,4.0,2019,6,11
House,15.86963441986494,Johar Town,Lahore,Punjab,31.474361933523003,74.299153089523,0.0,6.706556666418615,For Sale,0.0,2019,7,3
House,15.068273812173887,Manga Mandi,Lahore,Punjab,31.300536,74.070125,3.0,7.216893023463281,For Sale,2.0,2019,7,3
House,16.41820031748273,Peco Road,Lahore,Punjab,31.465641,74.341121,5.0,8.004953234619343,For Sale,5.0,2019,7,3
House,16.012735246411598,Township,Lahore,Punjab,31.442138,74.30850500000001,3.0,7.216893023463281,For Sale,5.0,2019,7,3
House,15.53827733427679,Lahore Motorway City,Lahore,Punjab,31.643481,74.209875,3.0,7.553160745556674,For Sale,4.0,2019,7,3
House,15.694975760283178,Lahore Motorway City,Lahore,Punjab,31.64348,74.20988,4.0,7.216893023463281,For Sale,3.0,2019,7,3
House,16.341239282272525,Cantt,Lahore,Punjab,31.496485,74.40588000000001,7.0,7.216893023463281,For Sale,4.0,2019,7,3
House,14.508658238524095,Azeem Garden Shahdara,Lahore,Punjab,31.668906,74.255742,0.0,7.216893023463281,For Sale,0.0,2019,7,3
House,15.732433317205148,Central Park Housing Scheme,Lahore,Punjab,31.321711,74.38271999999999,4.0,7.216893023463281,For Sale,4.0,2019,7,3
House,16.489659276356317,Cantt,Lahore,Punjab,31.508753,74.36066,7.0,7.399098344224535,For Sale,4.0,2019,7,3
House,15.096444681204078,Pakki Thatti,Lahore,Punjab,31.531721,74.29467700000001,2.0,6.301702805273309,For Sale,4.0,2019,7,1
House,15.76142084987672,Khayaban-e-Amin,Lahore,Punjab,31.376356,74.2637,2.0,7.216893023463281,For Sale,3.0,2019,7,3
House,15.607270193858982,Formanites Housing Scheme,Lahore,Punjab,31.447703000000004,74.409313,3.0,6.993932975223281,For Sale,3.0,2019,7,3
Flat,15.76142084987672,Ferozepur Road,Lahore,Punjab,31.502166,74.333439,2.0,7.042679451238745,For Sale,3.0,2019,7,3
House,16.012735246411598,Jallo Park Road,Lahore,Punjab,31.579015,74.48308,3.0,7.9096767685629406,For Sale,2.0,2019,7,3
House,16.341239282272525,Rail Town (Canal City),Lahore,Punjab,31.442431,74.205608,6.0,7.216893023463281,For Sale,4.0,2019,7,3
House,17.216707972959764,DHA Defence,Lahore,Punjab,31.465422,74.38530899999999,5.0,7.9096767685629406,For Sale,4.0,2019,5,3
House,17.747336210296442,DHA Defence,Lahore,Punjab,31.458686,74.406624,6.0,8.602640345647105,For Sale,5.0,2019,6,18
House,16.677711496036597,Bahria Town,Lahore,Punjab,31.379287,74.181308,5.0,7.9096767685629406,For Sale,4.0,2019,7,3
House,16.118095750958314,Cantt,Lahore,Punjab,31.493109110291,74.423736333847,3.0,7.553160745556674,For Sale,3.0,2019,7,3
House,18.099097133618006,Johar Town,Lahore,Punjab,31.462347,74.293642,6.0,8.602640345647105,For Sale,5.0,2019,7,3
House,16.257857680289998,DHA 11 Rahbar,Lahore,Punjab,31.386102,74.274945,3.0,7.216893023463281,For Sale,3.0,2019,7,3
House,15.919644834185693,Daroghewala,Lahore,Punjab,31.588479,74.400444,2.0,7.399098344224535,For Sale,6.0,2019,7,3
House,17.78580249038432,Township,Lahore,Punjab,31.457976,74.32028000000001,10.0,9.010039498716473,For Sale,8.0,2019,7,3
House,17.356469910987094,DHA Defence,Lahore,Punjab,31.466007,74.448338,6.0,8.602640345647105,For Sale,5.0,2019,6,11
House,18.643824303266577,Cantt,Lahore,Punjab,31.51585,74.368329,7.0,9.010039498716473,For Sale,5.0,2019,4,3
House,16.677711496036597,Sant Nagar,Lahore,Punjab,31.569506,74.29547,4.0,7.2560925610179074,For Sale,4.0,2019,7,3
House,16.785925074816024,Sabzazar Scheme,Lahore,Punjab,31.523532,74.26374399999999,3.0,7.9096767685629406,For Sale,4.0,2019,7,3
House,16.380459992348886,Sanda,Lahore,Punjab,31.565454,74.283714,4.0,7.399098344224535,For Sale,6.0,2019,7,3
House,15.473738825043979,Kacha Jail Road,Lahore,Punjab,31.451840228067,74.343095719814,1.0,6.993932975223281,For Sale,1.0,2019,7,3
House,16.860033043306743,Johar Town,Lahore,Punjab,31.458466,74.292161,7.0,7.9096767685629406,For Sale,6.0,2019,7,3
House,15.201805169084134,Kahna,Lahore,Punjab,31.373863,74.36231,3.0,7.216893023463281,For Sale,3.0,2019,7,3
House,16.380459992348886,Sanda,Lahore,Punjab,31.559796,74.290162,2.0,7.711307231520588,For Sale,4.0,2019,7,3
House,16.118095750958314,Cantt,Lahore,Punjab,31.49858,74.40926999999999,4.0,6.706556666418615,For Sale,6.0,2019,7,3
House,17.989897843244528,New Muslim Town,Lahore,Punjab,31.513708,74.315445,5.0,8.602640345647105,For Sale,5.0,2019,7,3
House,16.066802461833923,Walton Road,Lahore,Punjab,31.477098,74.357271,3.0,6.860537877373126,For Sale,3.0,2019,7,3
House,16.257857680289998,Allama Iqbal Town,Lahore,Punjab,31.521703,74.298978,4.0,7.399098344224535,For Sale,4.0,2019,7,3
House,17.341871111992198,DHA Defence,Lahore,Punjab,31.462493,74.40934200000001,5.0,7.9096767685629406,For Sale,4.0,2019,5,3
House,16.213405921671733,Bahria Town,Lahore,Punjab,31.374249,74.17641,4.0,7.216893023463281,For Sale,3.0,2018,8,7
House,16.906553056777135,Allama Iqbal Town,Lahore,Punjab,31.506483000000003,74.28602,0.0,7.9096767685629406,For Sale,4.0,2019,7,3
House,15.894952224644102,Shadbagh,Lahore,Punjab,31.596146,74.34307,3.0,6.5244869886311685,For Sale,4.0,2019,7,3
House,15.967272877502799,Military Accounts Housing Society,Lahore,Punjab,31.421266,74.28397199999999,0.0,7.216893023463281,For Sale,0.0,2019,7,3
House,16.097893045681612,Lahore Medical Housing Society,Lahore,Punjab,31.581899,74.463515,0.0,7.216893023463281,For Sale,0.0,2019,7,3
House,16.300417291085605,Shahdara,Lahore,Punjab,31.626564,74.281826,7.0,7.216893023463281,For Sale,6.0,2019,7,3
House,16.811242881518265,Cantt,Lahore,Punjab,31.550818,74.37923,4.0,8.091936515950763,For Sale,3.0,2019,7,3
House,15.894952224644102,Multan Road,Lahore,Punjab,31.431593,74.179974,4.0,6.993932975223281,For Sale,4.0,2019,7,3
House,17.0926553286923,Canal Burg,Lahore,Punjab,31.475302000000003,74.244671,0.0,8.697933498693878,For Sale,0.0,2019,7,3
House,16.906553056777135,Bahria Town,Lahore,Punjab,31.374195,74.191482,6.0,7.9096767685629406,For Sale,5.0,2019,7,3
House,15.687312888712007,Sally Town South,Lahore,Punjab,31.557084000000003,74.413786,3.0,6.706556666418615,For Sale,3.0,2019,7,3
House,15.955576839107596,Aashiana Road,Lahore,Punjab,31.428051,74.379676,6.0,7.216893023463281,For Sale,5.0,2019,7,3
House,15.150511887854474,Manawan,Lahore,Punjab,31.590709000000004,74.47855,3.0,7.216893023463281,For Sale,2.0,2019,7,3
House,15.76142084987672,Lalazaar Garden,Lahore,Punjab,31.509068,74.24677,3.0,6.801761229350814,For Sale,3.0,2019,7,3
House,16.341239282272525,Baghbanpura,Lahore,Punjab,31.584531,74.372978,3.0,7.399098344224535,For Sale,2.0,2019,7,3
House,17.0926553286923,Johar Town,Lahore,Punjab,31.462347,74.293642,5.0,7.622115855941329,For Sale,4.0,2019,7,3
House,17.11134746100564,Marghzar Officers Colony,Lahore,Punjab,31.503483000000003,74.252172,6.0,7.9096767685629406,For Sale,4.0,2019,7,3
House,15.250595321348806,Ghaziabad,Lahore,Punjab,31.557474,74.395108,1.0,7.216893023463281,For Sale,2.0,2018,8,7
House,15.201805169084134,Airport Road,Lahore,Punjab,31.491261,74.41562900000001,1.0,6.993932975223281,For Sale,2.0,2019,7,3
House,16.012735246411598,Al-Kareem Premier Housing Scheme,Lahore,Punjab,31.553473,74.40946600000001,3.0,7.216893023463281,For Sale,3.0,2019,7,3
Flat,14.648420115681892,Eden,Lahore,Punjab,31.375165939331,74.25399017334,0.0,6.706556666418615,For Sale,2.0,2019,2,1
House,17.19990085520835,Ittehad Colony,Lahore,Punjab,31.527593,74.287705,8.0,8.246043043863073,For Sale,6.0,2019,7,3
House,16.677711496036597,DHA Defence,Lahore,Punjab,31.469155,74.47055300000001,4.0,7.9096767685629406,For Sale,4.0,2019,7,3
House,14.690979711984754,Aashiana Road,Lahore,Punjab,31.428051,74.379676,2.0,6.706556666418615,For Sale,2.0,2019,7,3
House,16.61887099947687,Awan Town,Lahore,Punjab,31.503922,74.260068,5.0,7.747221120451275,For Sale,4.0,2019,7,3
House,15.520258832020865,Khayaban-e-Quaid,Lahore,Punjab,31.493297,74.247151,2.0,6.706556666418615,For Sale,2.0,2019,7,3
House,15.830413711839864,Zaitoon - New Lahore City,Lahore,Punjab,31.350233000000003,74.13699,4.0,7.216893023463281,For Sale,3.0,2019,3,5
House,16.52356082573315,Outfall Road,Lahore,Punjab,31.573912683989,74.29807215929,5.0,7.216893023463281,For Sale,6.0,2019,7,3
House,16.648723960844016,State Life Housing Society,Lahore,Punjab,31.440747,74.39846999999999,4.0,7.9096767685629406,For Sale,4.0,2019,5,3
House,15.274125813221904,Ashiana-e-Quaid Housing Scheme,Lahore,Punjab,31.425257,74.383922,2.0,6.706556666418615,For Sale,2.0,2019,7,3
House,17.479072229734946,Gulberg,Lahore,Punjab,31.495909,74.350569,6.0,8.246043043863073,For Sale,5.0,2019,7,3
House,16.380459992348886,Band Road,Lahore,Punjab,31.537286,74.273314,1.0,7.553160745556674,For Sale,3.0,2019,7,3
House,16.733281344102608,Allama Iqbal Town,Lahore,Punjab,31.517283000000003,74.282823,0.0,7.9096767685629406,For Sale,0.0,2019,7,3
House,17.11134746100564,DHA Defence,Lahore,Punjab,31.494408,74.43766600000001,5.0,7.9096767685629406,For Sale,4.0,2019,5,3
House,16.811242881518265,DHA Defence,Lahore,Punjab,31.494408,74.43766600000001,4.0,7.9096767685629406,For Sale,4.0,2019,4,3
House,15.607270193858982,Band Road,Lahore,Punjab,31.535457120253,74.272202253342,2.0,6.993932975223281,For Sale,5.0,2019,7,3
House,16.759949589762293,Walton Road,Lahore,Punjab,31.488368632173,74.37067184597299,0.0,7.9096767685629406,For Sale,0.0,2019,7,3
House,18.72078534381011,Cantt,Lahore,Punjab,31.52997,74.37638299999999,7.0,9.010039498716473,For Sale,5.0,2019,5,3
House,15.424948670398354,Islamia Park,Lahore,Punjab,31.5487,74.30338,2.0,6.301702805273309,For Sale,2.0,2019,7,3
House,16.012735246411598,Shalimar Town,Lahore,Punjab,31.594824,74.386277,0.0,7.216893023463281,For Sale,6.0,2019,7,3
House,16.066802461833923,Harbanspura Road,Lahore,Punjab,31.556446,74.41354,4.0,7.216893023463281,For Sale,4.0,2019,7,3
House,17.11134746100564,Nasheman-e-Iqbal,Lahore,Punjab,31.432398,74.24928,6.0,8.602640345647105,For Sale,6.0,2019,7,3
House,16.012735246411598,Township,Lahore,Punjab,31.456929,74.30593,4.0,7.216893023463281,For Sale,3.0,2019,7,3
House,17.11134746100564,DHA Defence,Lahore,Punjab,31.494408,74.43766600000001,6.0,7.9096767685629406,For Sale,5.0,2019,7,3
House,15.990262393084793,Jaffar Town,Lahore,Punjab,31.447703000000004,74.253495,3.0,7.4318682338749635,For Sale,2.0,2019,7,3
Flat,15.919644834185693,Main Canal Bank Road,Lahore,Punjab,31.413029,74.16855799999999,0.0,6.916050776006343,For Sale,1.0,2019,7,3
House,15.59046307836746,Al Hafeez Gardens,Lahore,Punjab,31.590394,74.467811,4.0,6.706556666418615,For Sale,3.0,2019,7,3
House,17.147715103853763,Allama Iqbal Town,Lahore,Punjab,31.508898,74.283357,7.0,7.9096767685629406,For Sale,5.0,2019,7,10
House,18.938397268358436,Gulberg,Lahore,Punjab,31.522252,74.34783,5.0,9.010039498716473,For Sale,5.0,2019,7,3
House,17.182806422433504,BOR - Board of Revenue Housing Society,Lahore,Punjab,31.478452,74.296846,5.0,7.9096767685629406,For Sale,5.0,2019,7,3
House,16.195056784687036,Johar Town,Lahore,Punjab,31.462347,74.293642,2.0,7.216893023463281,For Sale,1.0,2019,7,3
House,15.830413711839864,Misri Shah,Lahore,Punjab,31.588918622979,74.331394918263,2.0,6.706556666418615,For Sale,4.0,2019,7,3
House,18.8906843794481,DHA Defence,Lahore,Punjab,31.47783,74.403319,0.0,9.010039498716473,For Sale,5.0,2019,6,11
House,16.5563506464056,Shah Jamal,Lahore,Punjab,31.525726,74.32706,6.0,7.216893023463281,For Sale,5.0,2019,7,3
House,15.201805169084134,Al-Hamd Garden,Lahore,Punjab,31.613373,74.24849,1.0,6.860537877373126,For Sale,2.0,2019,7,3
House,16.341239282272525,Lalazar,Lahore,Punjab,31.466167,74.244961,2.0,7.553160745556674,For Sale,2.0,2019,7,3
House,18.938397268358436,Garden Town,Lahore,Punjab,31.5078,74.318733,6.0,9.010039498716473,For Sale,5.0,2019,7,3
House,15.955576839107596,Hassan Town,Lahore,Punjab,31.505514,74.265089,2.0,6.993932975223281,For Sale,3.0,2019,7,3
Flat,16.257857680289998,Askari,Lahore,Punjab,31.460187,74.432459,3.0,7.9096767685629406,For Sale,3.0,2019,7,3
Flat,16.257857680289998,Askari,Lahore,Punjab,31.460187,74.432459,3.0,7.9096767685629406,For Sale,3.0,2019,7,3
House,14.48334044336031,Nishat Colony,Lahore,Punjab,31.496091,74.39323399999999,1.0,6.07573888497372,For Sale,2.0,2019,7,3
House,15.830413711839864,Zaheer Villas,Lahore,Punjab,31.416929,74.28738299999999,4.0,6.993932975223281,For Sale,4.0,2019,7,3
House,15.687312888712007,Green Town,Lahore,Punjab,31.434742,74.30472900000001,2.0,7.111618146763901,For Sale,2.0,2019,7,3
House,16.52356082573315,Formanites Housing Scheme,Lahore,Punjab,31.447703000000004,74.409313,7.0,7.9096767685629406,For Sale,5.0,2019,7,3
House,14.978661680269907,Fateh Garh,Lahore,Punjab,31.572905,74.404206,2.0,6.301702805273309,For Sale,3.0,2019,7,3
House,16.257857680289998,DHA 11 Rahbar,Lahore,Punjab,31.386102,74.274945,3.0,7.216893023463281,For Sale,3.0,2019,7,3
House,17.822843761378564,DHA Defence,Lahore,Punjab,31.467545,74.4207,7.0,8.602640345647105,For Sale,5.0,2019,7,3
House,16.066802461833923,Park View Villas,Lahore,Punjab,31.455172,74.202454,4.0,7.216893023463281,For Sale,3.0,2019,7,3
House,16.860033043306743,Paragon City,Lahore,Punjab,31.527681037723,74.45783257484399,4.0,7.9096767685629406,For Sale,4.0,2019,7,1
House,17.399029524198163,Gulshan-e-Ravi,Lahore,Punjab,31.552866,74.285045,7.0,8.091936515950763,For Sale,5.0,2019,7,3
Flat,15.123843647884687,Khayaban-e-Amin,Lahore,Punjab,31.376356,74.263701,1.0,7.216893023463281,For Sale,2.0,2019,7,3
Flat,13.965623577928719,Ferozepur Road,Lahore,Punjab,31.502166,74.333439,0.0,6.07573888497372,For Sale,1.0,2019,7,3
House,16.300417291085605,DHA 11 Rahbar,Lahore,Punjab,31.383299,74.27530300000001,5.0,7.216893023463281,For Sale,3.0,2019,7,1
House,16.166885910365842,Eden,Lahore,Punjab,31.417823,74.282076,4.0,7.216893023463281,For Sale,3.0,2019,7,3
House,16.860033043306743,Allama Iqbal Town,Lahore,Punjab,31.502033628363,74.272762164474,0.0,7.9096767685629406,For Sale,0.0,2019,7,3
House,17.129696599000436,Punjab Coop Housing Society,Lahore,Punjab,31.458979,74.373566,7.0,8.602640345647105,For Sale,6.0,2019,7,3
House,15.789591722875162,Hassan Town,Lahore,Punjab,31.505514,74.265089,2.0,6.993932975223281,For Sale,5.0,2019,7,3
House,18.938397268358436,Johar Town,Lahore,Punjab,31.462347,74.293642,10.0,9.010039498716473,For Sale,9.0,2019,3,5
House,16.52356082573315,Bedian Road,Lahore,Punjab,31.453293,74.44507,5.0,7.804357457053525,For Sale,4.0,2019,7,3
House,16.811242881518265,Fazaia Housing Scheme,Lahore,Punjab,31.367058499232,74.247515201569,5.0,7.9096767685629406,For Sale,4.0,2019,7,3
House,18.197537205138154,Bahria Town,Lahore,Punjab,31.378774,74.19031600000001,9.0,9.010039498716473,For Sale,7.0,2019,5,4
House,15.607270193858982,Samanabad,Lahore,Punjab,31.534985,74.29488,0.0,6.301702805273309,For Sale,0.0,2019,7,3
House,15.123843647884687,Green Cap Housing Society,Lahore,Punjab,31.398679377595,74.354968070766,2.0,6.301702805273309,For Sale,2.0,2019,7,3
House,16.929025911619092,Bahria Town,Lahore,Punjab,31.37414,74.18016,6.0,7.9096767685629406,For Sale,5.0,2019,7,3
House,15.248211530561777,Omega Homes,Lahore,Punjab,31.602854176182,74.219416379929,2.0,6.706556666418615,For Sale,2.0,2019,6,5
House,16.88356353960952,Tariq Gardens,Lahore,Punjab,31.420533,74.25065500000001,0.0,8.004953234619343,For Sale,5.0,2019,7,3
House,17.77632374660947,DHA Defence,Lahore,Punjab,31.462493,74.40934200000001,5.0,8.602640345647105,For Sale,5.0,2019,7,2
House,16.066802461833923,Rehmanpura (Ferozpur Road),Lahore,Punjab,31.521776000000003,74.31983000000001,4.0,6.301702805273309,For Sale,4.0,2019,7,3
House,17.034386422832473,Lahore Canal Bank Cooperative Housing Society,Lahore,Punjab,31.455431,74.227133,3.0,8.379543616421365,For Sale,2.0,2019,7,3
House,15.64006001130563,Riwaz Garden,Lahore,Punjab,31.559961,74.30317600000001,2.0,7.216893023463281,For Sale,2.0,2019,7,3
House,17.6762402900575,Allama Iqbal Town,Lahore,Punjab,31.520264,74.29601,8.0,8.602640345647105,For Sale,7.0,2019,7,3
House,14.508658238524095,Nishat Colony,Lahore,Punjab,31.496091,74.39323399999999,1.0,6.301702805273309,For Sale,2.0,2019,7,3
House,16.600521861931007,Samanabad,Lahore,Punjab,31.539206,74.305515,6.0,7.804357457053525,For Sale,5.0,2019,7,3
House,16.677711496036597,Sabzazar Scheme,Lahore,Punjab,31.523040532318,74.276169240475,4.0,7.686625924195265,For Sale,4.0,2019,7,3
House,16.41820031748273,Central Park Housing Scheme,Lahore,Punjab,31.316395,74.37674,3.0,8.3150182540382,For Sale,3.0,2019,7,3
House,15.068273812173887,Anarkali,Lahore,Punjab,31.57148,74.31013,1.0,6.301702805273309,For Sale,4.0,2019,7,3
House,15.894952224644102,Ferozepur Road,Lahore,Punjab,31.502166,74.333439,3.0,6.993932975223281,For Sale,4.0,2019,7,3
House,17.622173069956816,Allama Iqbal Town,Lahore,Punjab,31.51563,74.28675,7.0,8.602640345647105,For Sale,6.0,2019,7,3
House,17.1654146803266,DHA Defence,Lahore,Punjab,31.462493,74.40934200000001,6.0,7.9096767685629406,For Sale,5.0,2019,2,3
House,14.80876270134486,Shahdara,Lahore,Punjab,31.626564,74.281826,2.0,6.993932975223281,For Sale,2.0,2019,7,3
House,16.821193211876384,Paragon City,Lahore,Punjab,31.528282,74.46314,6.0,7.9096767685629406,For Sale,5.0,2019,7,3
House,15.607270193858982,Hameedpura,Lahore,Punjab,31.5755,74.40138,3.0,7.216893023463281,For Sale,3.0,2019,7,3
House,16.213405921671733,Bedian Road,Lahore,Punjab,31.473474,74.429569,4.0,7.4790906944424815,For Sale,3.0,2019,7,3
House,17.0926553286923,Gulshan-e-Ravi,Lahore,Punjab,31.55283,74.276375,0.0,8.004953234619343,For Sale,0.0,2019,7,3
House,15.363073279446223,Rehan Garden,Lahore,Punjab,31.346271999999995,74.3782,4.0,6.706556666418615,For Sale,3.0,2019,7,3
House,15.830413711839864,Sodiwal,Lahore,Punjab,31.534753,74.285189,3.0,6.706556666418615,For Sale,6.0,2019,7,3
House,16.677711496036597,Shadbagh,Lahore,Punjab,31.602644,74.340019,5.0,7.686625924195265,For Sale,4.0,2019,7,3
House,16.300417291085605,Bahria Town,Lahore,Punjab,31.374195,74.19148,4.0,7.216893023463281,For Sale,3.0,2019,7,3
House,15.319588176962746,GT Road,Lahore,Punjab,31.731635,74.26397,0.0,7.216893023463281,For Sale,0.0,2019,7,3
House,16.012735246411598,Shiraz Villas,Lahore,Punjab,31.493941,74.36320400000001,5.0,6.993932975223281,For Sale,5.0,2019,7,3
House,17.46616882523204,DHA Defence,Lahore,Punjab,31.462493,74.40934200000001,6.0,8.602640345647105,For Sale,5.0,2019,2,3
House,16.447399470043365,Multan Road,Lahore,Punjab,31.525568,74.28366,0.0,7.399098344224535,For Sale,0.0,2019,7,3
House,17.370858648025116,Model Town,Lahore,Punjab,31.476146000000004,74.312203,4.0,8.602640345647105,For Sale,5.0,2019,7,3
House,17.233237274364523,DHA Defence,Lahore,Punjab,31.465422,74.38530899999999,5.0,7.9096767685629406,For Sale,4.0,2019,6,18
House,17.296750678069195,State Life Housing Society,Lahore,Punjab,31.44558,74.401217,6.0,8.602640345647105,For Sale,5.0,2019,6,2
House,17.19990085520835,State Life Housing Society,Lahore,Punjab,31.44558,74.401217,6.0,8.602640345647105,For Sale,5.0,2019,6,2
House,17.479072229734946,Valencia Housing Society,Lahore,Punjab,31.40537,74.257078,7.0,8.602640345647105,For Sale,6.0,2019,6,2
House,17.479072229734946,DHA Defence,Lahore,Punjab,31.471571,74.44590600000001,6.0,8.602640345647105,For Sale,5.0,2019,6,25
House,16.677711496036597,Canal Burg,Lahore,Punjab,31.475302000000003,74.244675,4.0,7.553160745556674,For Sale,4.0,2019,7,3
Flat,15.607270193858982,Gulberg,Lahore,Punjab,31.522361,74.347173,2.0,7.216893023463281,For Sale,2.0,2019,7,3
House,15.520258832020865,Gulshan-e-Ravi,Lahore,Punjab,31.547454,74.286118,3.0,6.706556666418615,For Sale,2.0,2019,7,3
House,15.520258832020865,Shahdara,Lahore,Punjab,31.616926,74.290115,3.0,6.993932975223281,For Sale,2.0,2019,7,3
House,16.341239282272525,DHA 11 Rahbar,Lahore,Punjab,31.390645000000003,74.252887,5.0,7.399098344224535,For Sale,4.0,2019,7,3
House,16.257857680289998,Shera Kot,Lahore,Punjab,31.540747,74.277511,0.0,7.9096767685629406,For Sale,0.0,2019,7,3
House,16.454567959008102,Samanabad,Lahore,Punjab,31.53745697158,74.30770933628101,6.0,7.216893023463281,For Sale,6.0,2019,7,3
House,16.993564429978885,Johar Town,Lahore,Punjab,31.462347,74.293642,7.0,8.091936515950763,For Sale,6.0,2019,7,3
House,16.341239282272525,State Life Housing Society,Lahore,Punjab,31.444823967373,74.394302777946,3.0,7.216893023463281,For Sale,3.0,2019,7,3
House,17.32705602664604,NFC 1,Lahore,Punjab,31.418263,74.268087,8.0,8.602640345647105,For Sale,6.0,2019,7,3
House,16.108045416114916,Shah Faisal Road,Lahore,Punjab,31.530828000000003,74.29431,3.0,7.216893023463281,For Sale,4.0,2019,7,3
House,17.158372397949154,DHA Defence,Lahore,Punjab,31.494408,74.43766600000001,6.0,7.9096767685629406,For Sale,5.0,2019,6,25
House,17.034386422832473,DHA Defence,Lahore,Punjab,31.471571,74.44590600000001,5.0,7.9096767685629406,For Sale,4.0,2019,5,3
House,16.98938905874274,DHA Defence,Lahore,Punjab,31.494408,74.43766600000001,6.0,7.9096767685629406,For Sale,5.0,2019,6,25
House,15.607270193858982,Nishtar Colony,Lahore,Punjab,31.422218,74.364395,3.0,6.706556666418615,For Sale,2.0,2019,7,3
House,17.399029524198163,Askari,Lahore,Punjab,31.533849,74.409633,4.0,8.440154467262884,For Sale,4.0,2019,6,28
House,16.929025911619092,DHA Defence,Lahore,Punjab,31.494408,74.43766600000001,5.0,7.553160745556674,For Sale,4.0,2019,6,30
House,17.182806422433504,DHA Defence,Lahore,Punjab,31.494408,74.43766600000001,5.0,7.9096767685629406,For Sale,4.0,2019,6,26
House,17.05418904934434,Askari,Lahore,Punjab,31.460187,74.432459,4.0,8.091936515950763,For Sale,4.0,2019,7,3
House,17.426428497635523,Government Employees Cooperative Housing Society (GECHS),Lahore,Punjab,31.465897482573,74.319205284119,8.0,8.602640345647105,For Sale,7.0,2019,2,3
House,16.61887099947687,Tricon Village,Lahore,Punjab,31.409619,74.166126,4.0,8.091936515950763,For Sale,4.0,2019,6,11
House,15.068273812173887,Ghous Garden,Lahore,Punjab,31.584607,74.48176600000001,0.0,6.5244869886311685,For Sale,0.0,2019,7,3
House,17.529082649058825,Askari,Lahore,Punjab,31.533849,74.409633,6.0,8.440154467262884,For Sale,5.0,2019,6,29
House,17.50439003707821,Askari,Lahore,Punjab,31.533849,74.409633,6.0,8.440154467262884,For Sale,5.0,2019,6,29
House,17.034386422832473,Architects Engineers Housing Society,Lahore,Punjab,31.439281236222,74.261240065098,4.0,8.602640345647105,For Sale,4.0,2019,7,3
House,17.83189359673468,DHA Defence,Lahore,Punjab,31.467545,74.4207,5.0,8.697933498693878,For Sale,5.0,2019,7,3
House,16.257857680289998,Bahria Town,Lahore,Punjab,31.387824,74.193242,0.0,7.686625924195265,For Sale,0.0,2019,7,3
Flat,15.319588176962746,Model Town,Lahore,Punjab,31.476146000000004,74.312203,2.0,6.301702805273309,For Sale,2.0,2019,7,3
House,16.257857680289998,State Life Housing Society,Lahore,Punjab,31.446824,74.404736,4.0,7.216893023463281,For Sale,3.0,2019,7,3
House,15.520258832020865,Ichhra,Lahore,Punjab,31.533262,74.316587,3.0,6.301702805273309,For Sale,5.0,2019,7,3
House,16.066802461833923,Wapda Town,Lahore,Punjab,31.434522,74.266148,0.0,7.216893023463281,For Sale,0.0,2019,7,3
House,16.906553056777135,DHA Defence,Lahore,Punjab,31.471571,74.44590600000001,4.0,7.9096767685629406,For Sale,3.0,2019,2,3
House,16.705882371415992,Multan Road,Lahore,Punjab,31.532234000000003,74.28735,2.0,7.622115855941329,For Sale,6.0,2019,7,3
Flat,14.77102238760702,Johar Town,Lahore,Punjab,31.462347,74.293642,1.0,6.079017444116072,For Sale,1.0,2019,7,3
Flat,14.603968372873895,Thokar Niaz Baig,Lahore,Punjab,31.470694,74.24135600000001,0.0,6.196545955603987,For Sale,1.0,2019,7,3
House,17.541204009297314,DHA Defence,Lahore,Punjab,31.484893,74.472342,7.0,8.864962800303461,For Sale,6.0,2019,7,3
House,15.068273812173887,Ghous Garden,Lahore,Punjab,31.586813,74.48306099999999,2.0,6.5244869886311685,For Sale,4.0,2019,7,3
House,16.860033043306743,Beacon House Society,Lahore,Punjab,31.361846000000003,74.22123,5.0,8.379543616421365,For Sale,5.0,2019,7,3
House,17.034386422832473,DHA Defence,Lahore,Punjab,31.465422,74.38530899999999,5.0,7.9096767685629406,For Sale,4.0,2019,7,3
House,15.789591722875162,Taj Bagh Scheme,Lahore,Punjab,31.563252,74.413877,0.0,7.15506837928361,For Sale,0.0,2019,7,3
House,16.118095750958314,Eden,Lahore,Punjab,31.375165000000003,74.25399200000001,5.0,7.9096767685629406,For Sale,4.0,2019,7,3
